"","text"
"7723","работать колорифер отопление раздевалкесушилка"
"7724","обход обнаружить утечка хим реагент импульсный трубка"
"7725","кап строительство выполнение прр платформа топливо синтетический стропальщик передвигаться штабель трубный продукция высота около применение сизый падение высота"
"7726","эстакада провис кабель"
"7727","проезд куст"
"7728","прр крупногабаритный груз использоваться верёвка сопровождение груз"
"7729","вср нахождение работник опасный зона опрессовка"
"7730","вср травмоопасный проесть резервуарный парк"
"7731","сотрудник спускаться кабина вилочный погрузчик применить небезопасный приём спуск риск падение получение травма"
"7732","бурение лестничный марш подъём буровая мосток снежный покров"
"7733","бурение ревизия перемешиватель пусковой устройство вывешить табличка включать"
"7734","бурение сборка кнбк сотрудник подрядный организация применение сизый отогревать кнбк помощь пара"
"7735","бурение бульдозерист использовать отбраковать строп буксировка груз"
"7736","бурение ремонт внутрискважинный перекачка ненадёжно прикрепить фал страховой пояс"
"7737","бурение наледь переход ступень влб"
"7738","кап строительство нахождение персонал зона возможный падение груз"
"7739","бурение работник бригада работать зубило надеть защитный очки"
"7740","бурение работа слесарный мастерская слесарить надеть защитный очки"
"7741","кап строительство работа работник подрядный организация растегнуть верхний спецодежда"
"7742","наледь подход операторный"
"7743","бурение переукладка бурильный труба работник находиться опасный зона стрела акран"
"7744","бурение открыто проложить заземлять проводник защитить коррозия окрасить чёрный цвет"
"7745","бурение крановый находиться кабина спец обувь"
"7746","бурение проведение опресовка бт скважина присутствие член вахта ротор"
"7747","бурение слесарить производить ремонт насос перчатка"
"7748","бурение подъём роторный площадка помощник бурильщик держаться поручень"
"7749","бурение ввод хим реагент защитный очко"
"7750","бурение обледенение ступенька маршевый лестница рабочий площадка"
"7751","бурение лестница переход скользкий поверхность"
"7752","бурение кокс пековый спуск кондуктор работник стоять мосток направление движение труба"
"7753","бурение роторный площадка путь следование персонал лежать доливной шланг"
"7754","бурение работа автопогрузчик очистка снег зацепить контейнер"
"7755","бурение блок приготовление раствор наледь застывший раствор"
"7756","зона работа анб отсутствовать освещение затруднить обслуживание оборудование ночной"
"7757","бурение водитель сторонний организация установить противооткатный упор"
"7758","бурение полуприцеп подрядный организация движение задний ход подать звуковой сигнал"
"7759","бурение нэб открыть смотровой люк ёмкость"
"7760","бурение начпартия гти производить работа высота страховочный пояс"
"7761","вср работник брткрс находиться кокс пековый защитный очко"
"7762","пропуск бнг меж фланцевый соединение"
"7763","вход агз обнаружить сколький участок"
"7764","ход проверка мех фонд выявить пропуск жидкость фланцевый соединение бнг"
"7765","бурение работа ручной инструмент слесарный помещение сотрудник подрядный организация использовать защитный очки"
"7766","бурение двигатель вс разрушиться заземление"
"7767","бурение площадка ца скользко"
"7768","бурение опрессовка работник находиться опасный зона"
"7769","бурение работник подниматься лестница использовать точка опора"
"7770","бурение работа паром пропуск возле соединение пик"
"7771","бурение возможный срыв шланг высокий давление"
"7772","технологический площадка динамический напряжение сдвиг осмотр блок насосный установка работник применять защитный наушник"
"7773","кустовой площадка ростверк кустовой площадка иметься оставить заземлять проводник су"
"7774","бурение ёмкостный блок возле проход наледь возможно поскальзывание"
"7775","кабельный эстакада выход тзруква образоваться снежный занос"
"7776","бурение подъём хим реагент заметить начать рваться ручка мешок"
"7777","заставить проход пожарный гидрант"
"7778","проход сварочный пост завалить кусок обрезка труба"
"7779","микроутечка газ штуцер пропарка концевой сепаратор тка"
"7780","аншлаг кру оторвать лежать"
"7781","неисправный инструмент помещение выделить кипиа ножовка металл"
"7782","энергетика агз закрепить кожух защитный привод крановый шар"
"7783","кап строительство работник находиться район возможный падение груз"
"7784","оператор подготовка проведение отбор проба нефтепродукт аца обнаружить целостность шнуровка защитный обувь нарушить"
"7785","вср солянокислотный ванный газовый сепаратор бригада капитальный ремонт скважина ремонт после обрыв внутрискважинный оборудый производить глушение скважина пом бур начать движение опасный зона нагнетательный линия"
"7786","чистка снег техплощадка чрп обнаружить оторвать отбортовка"
"7787","обнаружить исправный регулятор уровень станция обезжелезивание"
"7788","бг работать освещение"
"7789","скользко площадка обслуживание кустовой насосный станция"
"7790","подход здш возле бг завалить снег"
"7791","добыча бг отвод солянокислотный ванный пропуск фланцевый соединение счётчик вода ультразвуков"
"7792","возле столовая обнаружить замазученность"
"7793","наледь снег"
"7794","осмотр эксплуатационный объект обнаружить свисание снег сосулька козырёк венткамера хала"
"7795","выход ама производиться дополнительный ступень"
"7796","сварочный агрегат адд подтечь дизельный топливый соединение шланг топливный бак"
"7797","блок реагентный хозяйство назначение изделие закачка реагент ингибить освещение"
"7798","здание аппаратура боковой каротаж работать вытяжной приточный вентиляция"
"7799","бурение водитель подрядный организация передвигаться куст спецобувь"
"7800","бурение разборка кнбк рабочий стоять опасный зона"
"7801","вср бд заморозить долив скважина"
"7802","запуск очистный устройство образоваться наледь камера"
"7803","бокс хранение техника арго обнаружить подтечь масло"
"7804","наледь ступенька вход аппаратура боковой каротаж"
"7805","прошнуровать пронумеровать журнал осмотр резервуар вертикальный стальный гр нарядадопуск вахтовый журнал хранение противогаз маска замести площадка уун подход клапан"
"7806","бурение установить цепной ограждение воронка приготовление раствор"
"7807","бурение резервуар иметь один заземление"
"7808","бурение спуск би приёмный мосток работник находиться ход движение инструмент"
"7809","зачистка территория снег образоваться скользкий поверхность"
"7810","сломать лестница агз"
"7811","обход обнаружить район солянокислотный ванный торчать проволока земля"
"7812","приёмный мосток завалить инструмент буровой бригада"
"7813","бурение станция гти бу провис кабель"
"7814","бурение автоматический ключ бурильщик отсутствовать шплинт"
"7815","наледь крыльцо котельная"
"7816","вср опасный условие рабочий площадка лёд"
"7817","бг порывприсутствовать едкий запах"
"7818","производство работа замена насосный агрегат работник использовать защитный перчатка"
"7819","снегопад присутствовать обледенение ступень маршевый лестница абжк"
"7820","выезд рабочий заметить автомобиль газ спустить колесо"
"7821","солянокислотный ванный замёрзнуть задвижка затруба атмосфера"
"7822","засыпать проход"
"7823","пропуск масло гидропривод агз"
"7824","нгс наледь"
"7825","бурение рабочий вахта производить работа приёмный мосток убрать наледь снег"
"7826","производство работа раскапывание трубопровод работник использовать сигнальный лента место производство работа"
"7827","повредить вентиль лубрикатор солянокислотный ванный"
"7828","работа ушм использоваться сизый рука"
"7829","бурение обход буровой площадка выявить прийти негодность строп"
"7830","бурение нахождение работник опасный зона поднимать труба"
"7831","прочее возле станок чпу скопление металлический стружка"
"7832","обледенение лестница зруква сторона бск"
"7833","прб работник сц электрический погружной установка находиться погрузкаразгрузочный работа зона возможный падение груз"
"7834","кап строительство ход проверка обнаружить кнопка выключатель наличие надпись указывать операция предназначить"
"7835","инженер кипиа передвигаться территория установка очко"
"7836","бурение проведение подготовительный работа спуск около работник бб передвигаться мосток небезопаснозадый возникать риск падение спотыкание"
"7837","открыть дверца щит освещение"
"7838","захламить помещение бма кокс пековый строительный мусор спрятать силовой шкаф"
"7839","бурение подъём инструмент работник провернуть ключ автоматический ключ бурильщик работник хотеть почистить челюсть наледь"
"7840","бурение подъём лестница работник применять точка опора"
"7841","работник ходить неразрешённый переход магистральный линия энергоснабжение жилой вагон"
"7842","стропальщик выполнять работа страховка висеть груз находиться зона возможный падение"
"7843","движение рабочий авто уаз электромонтёр престегнуться"
"7844","передвежение производство работник переносить инструмент одновременно разговаривать телефон"
"7845","проведение работа использование ушм заметить скол шлифовальный диск"
"7846","скважина обнаружить неисправный ввд"
"7847","замазученность фильтр бкн нво нпв подтечь хр блок реагентный хозяйство назначение изделие закачка реагент ингибить"
"7848","пропуск вентиль затруба улица"
"7849","пропуск фланцевый соединение агз"
"7850","бурение долотный площадка работник находиться тельфер опасный зона"
"7851","бурение производство работа ротор сизый"
"7852","обнаружить повредить офисный папка риск порезаться"
"7853","некорректный показание датчик давление газовый сепаратор"
"7854","освещение насосный нпв"
"7855","печь пп манометр стрелка"
"7856","бнг фланцевый соединение свободный задействовать отвод солянокислотный ванный заглушить"
"7857","замасливание пол возле генератор эксплуатационный бурение"
"7858","подрядный организация устроить временной стоянка автотранспорт охранный зона влква"
"7859","работник подрядный организация монтаж электроцентробежный насос применяться для высокодебитный скважина электроц выявить признак обморожение побелеть нефтеоргсинтез часто применяться в название предприятие например янос пнос щека"
"7860","работник сторонний организация работать замереть очки"
"7861","прр разгрузка коллонный стелажа стропальщик отвод стрела автокран отойти безопасный"
"7862","машинист автокран подрядный организация использовать прр паук цветовой маркировка"
"7863","бурение путь следование буровая лежать отрезок металлический трос"
"7864","бурение дорога лежать труба агрегат"
"7865","бурение возле ку бде наледь"
"7866","сотрудница лаборатория подниматься лестница столовая держаться перила"
"7867","крыша аппаратура боковой каротаж пр эксплуатационный объект свисать снег"
"7868","замучить проведение огнев работа"
"7869","замести кустовой площадка"
"7870","холодильник обнаружить продукт истекший срок годность"
"7871","электрогазосварочный оборудование обнаружить треснуть манометр высокий давление"
"7872","обнаружить трещина тело клемма заземление"
"7873","куст сквпропуск газ фланец затрубный задвижка"
"7874","кокс пековый проход скважина изз снег куст заметный"
"7875","кокс пековый проход бма ростверк"
"7876","наледь кровля ку"
"7877","попытка замерить давление выявить манометр неисправный"
"7878","прочее площадка проведение погрузоразгрузочный работа обозначить граница"
"7879","водитель невский трубопроводный компания находиться рабочий место сизый спецодежда спецобувь каска"
"7880","энергетика очистка снег машинный зал"
"7881","выполнение ремонтный работа слесарить буровой бригада использовать работа неустойчивый поверхность"
"7882","обледенение приёмный мосток"
"7883","движение ама урал почувствоваться запах выхлопной газ"
"7884","блок автоматика находиться отсоединить кабель изолировать конец жить"
"7885","бурение цементирование хвостовик работник находиться возле нагнетальное линия высокий давление"
"7886","снежный перемёт дорога сторона куст б"
"7887","водитель становить противооткатный башмак погрузка"
"7888","работник идс надеть перчатка идти территория кустовой площадка засунуть рука карман"
"7889","бурение прр оградить опасный зона окислить нефть"
"7890","работник подрядный организация переходить дорога пешеходный переход"
"7891","добыча пропуск уплотнение обратный клапан"
"7892","отсутствовать площадка обслуживание солянокислотный ванный"
"7893","транспорт водитель паровой промысловый установка паровой передвижной установка передвижной п госномер урс производить подготовительный работа пропарка установка противооткатный упор"
"7894","работник пристегнуть ремень безопасность движение топливо синтетический"
"7895","бурение разлив блок распределение ротор скользкий поверхность возможность падение"
"7896","обледенение свисать крыша кв"
"7897","осмотр оборудование обнаружить нагрев ртон авква тсн зруква"
"7898","раставленый оборудование получить поверка"
"7899","требоваться почистить кулер"
"7900","электромонтёр производить работа инструмент защитный очко"
"7901","расшататься ножка стол комната приём пища"
"7902","осмотр элоборудование обнаружить машзал кустовой насосный станция оператор сизый наушник одетый"
"7903","условный углеводород ос манометр читаться дата поверка пломба"
"7904","подход временной склад хранение баллон замести снег"
"7905","подход тврк"
"7906","повредить электродержатель"
"7907","куст блок гребёнка бг прогнить опасность провалиться"
"7908","отсутсвовать узел контроль буферный давлениян ти скважина"
"7909","скважина афк укомплектовать запорный устройство"
"7910","сие отсутствовать табличка дата следующий наружное внутренний осмотр гидравлический испытание сосуд"
"7911","бг отсутствовать бирка знак заземление счётчик вода ультразвуков"
"7912","сотрудник подрядный организация раскачка нефть допустить розлив"
"7913","ход проверка кустовой площадка обнаружить пропуск жидкость задвижка агз"
"7914","нпв дренажный зкл пропускать сальниковый уплотнение"
"7915","сломать навеспетлить ворота вьезда динамический напряжение сдвиг"
"7916","заснеженный вход агз"
"7917","прочистить один колея"
"7918","безопасный производство геофизический работа"
"7919","вср времярпр работник надеть сигнальный жалет нахождение работник стрела агрегат компрессорный"
"7920","склад легковоспламеняемый жидкость исправный металлический ручка"
"7921","работать освещение агз"
"7922","пропуск масло трансформатор масляный повышать напряжение солянокислотный ванный"
"7923","шкаф кипиа сломать шток вентело"
"7924","прочее работник подрядный организация проведение прибор кипиа удостовериться отсутствие давление трубопровод первичный прибор"
"7925","бурение оградить проведение опасный работа опрессовка"
"7926","бурение блок приготовление раствор загромоздить проход"
"7927","бурение открыть распределительный щит"
"7928","вср очистный устройство обледенение лестници подъём беговой"
"7929","вср очистный устройство работа гидроротор помощник бурильщиканаходиться опасный зона"
"7930","вср опасный условие лестница подъём рабочий площадка установить нарушение деформировать перильный огорождение перильный огорождение верхний пложадка закрепить фиксатор"
"7931","вср одец начало движение задний ход подать звуковой сигнал"
"7932","подготовка выезд фонд обнаружить неисправный манометр"
"7933","кабинет диспетчерская служба сломаться офисный шкаф"
"7934","наледь вход операторный"
"7935","чистка механический способ территория автоматический газораспределительный станция остаться ровный поверхность вероятность споткнуться"
"7936","кабинет планёрка цто реактивный топливо керосин марк авиационный топливый провод подключение оргтехника перегрузить провод расположить беспорядочно"
"7937","бурение сломать правый перила лестница насос буров"
"7938","наледь вход слесарка"
"7939","заметный переход резервуар вертикальный стальный"
"7940","занести снег дорожка склад дренажный ёмкость"
"7941","верстак рмм лежать отработать ртутный лампа дрл"
"7942","бурение насосный блок дорожка обледенение"
"7943","бурение возле тумба бу конец нефтяной дисперсный система лежать сломать плита торчать арматура"
"7944","бурение спуск проработка заметить работник стоящий фильтр"
"7945","бурение насосный блок розлив раствор"
"7946","обнаружить исправный регулятор уровень станция обезжелезивание"
"7947","возле столовая обнаружить замазученность"
"7948","бурение приёмный мосток работник находиться каска"
"7949","бурение замена сухарь автоматический ключ бурильщик работник стоять опасный зона"
"7950","бурение загромождение проход отработать зип"
"7951","бурение работник зайти опасный зона работа давление"
"7952","бурение переезд автокран гильза паровой котельная транспортный средство накрениться"
"7953","беспорядок комната хранение питьевой вода"
"7954","рмм разбросать огородить труба"
"7955","прочее очистка дорога снег появиться ледяной корка мочь привести падение персонал"
"7956","вход замести снег"
"7957","работник движение автотранспорт пристегнуть ремень безопасность"
"7958","провисать электрический кабель эстакада район ууг"
"7959","добыча посторонний предмет агз существовать вероятность спотыкание"
"7960","добыча пропуск уплотнение обратный клапан"
"7961","безопасно"
"7962","размотать нреять лента прибор рот возможный заморозка авария"
"7963","отсутствовать подход ростверк засыпать снег"
"7964","замести снег подход пожарный щит"
"7965","водитель ца гелеобразовать состав номер смесевой топливо модифицировать производить работа насосный оборудование помощь сломать рожковый ключ"
"7966","вход рмм заснеженный покрыть лёд"
"7967","бг работать освещение"
"7968","безопасный производство геофизический работа"
"7969","закрепить заземлять провод электродвигатель"
"7970","прочее жилой городок крыша жилой вагон значительный провис снежный покров пешеходный дорожка"
"7971","подъездный путь загромоздить труба"
"7972","проверка вахтовый автобус обнаружить запасный выход заставить деревянный ящик спуск отсутствовать лестница"
"7973","сторонний персонал опасный зона"
"7974","куст изз сугроб снег проход агз"
"7975","обнаружить трещина кислородный шланг"
"7976","сломаться черенок лопата"
"7977","отсутствовать освещение площадка п"
"7978","требоваться очистить посыпать снег погрузкиразгрузка пропан кислород"
"7979","район гпаа засыпать снег пщ"
"7980","наледь пл сепаратор гпаа"
"7981","пропуск масло маслосистема рабочий сторона насос"
"7982","наледь площадка обслуживание газовый сепаратор"
"7983","бурение прр укладка бурильный труба опасный зона окислить нефть работа агрегат компрессорный огородить сигнальный лента"
"7984","смазать заземление датчик"
"7985","снег наледь лестница мсс"
"7986","замазученность ап"
"7987","замазученность пол"
"7988","замазученность"
"7989","наледь снег схр"
"7990","наледь снег крыша схр"
"7991","оборвать заземление наливной станция схр"
"7992","бурение гидростанция ротор расслабить конец заземление электродвигатель"
"7993","кап строительство строитель ходить тропинка проходить вдоль строиться площадка обслуживание поперёк лежать арматура конец находиться опасный близость тропинка проходить человек"
"7994","прб балкон верховой неисправный эл светильник"
"7995","бурение сборка кнбк установить яс буровой бригада применять пара прогрев доп оборудование создать плохой видимость риск откручивание подъёмный патрубок"
"7996","бурение розлив буровой раствор буровой установка"
"7997","бурение дизельный электростанция маршрут движение персонал лежать запчасть"
"7998","бурение возле приёмный мосток лежать труба проход"
"7999","бурение заметить работник замена плашка ключ автоматический ключ бурильщик отключить гидравлик"
"8000","куст отсутствовать ограждение кру"
"8001","прочее машинист па бригада производить работа кокс пековый защитный очко"
"8002","добыча обнаружить торчать арматура снег место демонтаж блок реагентный хозяйство назначение изделие закачка реагент ингибить"
"8003","обнаружить цилиндр скол"
"8004","кап строительство ход проверка обнаружить открыто проложить заземлять проводник защитить коррозия механический воздействие"
"8005","комната сушка смз гореть светильник"
"8006","очистка снег буровой площадка произойти обрыв заземлять кабель"
"8007","добыча утечка сальник зкл нижний ряд агз"
"8008","добыча отсутствие знак высокий напряжение"
"8009","куст скважина пропуск фланцевый соединение"
"8010","добыча бма показание манометр огнетушитель красный зона"
"8011","добыча обледенение лестница трап препятствие передвижение"
"8012","кабельный линия солянокислотный ванный шпв установить тринога наличие кабэстакада"
"8013","бурение автопогрузчик работать сигнал задний ход"
"8014","бурение работник сторонний организация находиться кокс пековый каска"
"8015","бурение насосный блок задвижка отсутствовать штурвал"
"8016","бурение работник усилие вставать клиновый захват"
"8017","бурение закачка вода бде заметить открытый люк"
"8018","добыча территория переход образоваться ледяной глыба"
"8019","работа кехрер заметить обильный выход вода пистолет опасность полный разгерметизация пистолет получение травма ожог"
"8020","отсутствовать изоляция участок газопровод блок розжиг фу"
"8021","подтечь масло пол нво"
"8022","бурение установка форсаж лежать доска гвоздь"
"8023","бурение сотрудник страховать груз прр перемещение груз"
"8024","бурение шахта роторный висеть сосулька"
"8025","бурение прр работник находиться опасный зона"
"8026","датчик загазованность заметный снег"
"8027","осмотр оборудование комплектный трансформаторный подстанция наружный установка применяться ич сн обнаружить нагрев предохранитель фонтанный арматура руква"
"8028","район кпп обнаружить обледенение пешеходный дорожка"
"8029","гореть лампа коридор лестничный проём лб штука"
"8030","работа кустовой площадка работник подрядный организация использовать средство индивидуальный защита"
"8031","помощник бурильщик неоднократно заметить опасный действие регулярно спускаться лестница приёмный мосток держаться перила"
"8032","бурение движение задний ход звуковой сигнал"
"8033","бурение установка опора автокран специальный деревянный подставка"
"8034","бурение обработка блок распределение хр засыпаться сизый"
"8035","бурение вагон городок полный объём установить заземление"
"8036","бурение наледь лестница вагонаофис"
"8037","бурение подъём роторный площадка помбурильщик держаться перильный ограждение"
"8038","бурение акран ограждение опасный зона работа"
"8039","бурение машинист акран покинуть кран поднять стрела"
"8040","бурение обслуживание бн помощник бурильщик использовать сизый"
"8041","бурение помощник бурильщик работать хим реагент защитный очко"
"8042","бурение бурение скважина остановка запуск буровой насосв работник применять сизый наушник"
"8043","бурение работа использоваться приставной лестница бирка допуск работа"
"8044","водитель подрядный организация завести автомобиль пытаться движение пристегнуться ремень безопасность"
"8045","нестабильный показание темр подшибник нво"
"8046","перемести проезд спорышевский полигон"
"8047","перемести проезд вынгапуровский полигон"
"8048","кап строительство работник зао карс находиться рабочий место средство защита"
"8049","бурение обнаружить неисправность блокировка дверка гкш"
"8050","бурение работник находиться возле нагнетательный линия ца проведение опрессовка би"
"8051","бурение работа кран выставить противооткат"
"8052","бурение отсутствовать перильный ограждение козырёк приёмный мосток"
"8053","бурение работник производить прр сигнальный жилет"
"8054","добыча опломбировать шкаф кипа насосный пенотушение"
"8055","работать наружный освещение"
"8056","наледь система измерение количество и показатель качество нефть"
"8057","замести площадка обслуживание зкл резервуар вертикальный стальный"
"8058","кап строительство вход строительный площадка вжг пешеходный дорожка посыпать песок"
"8059","кап строительство резка кромка трубопровод применение ушм монтажник применять защитный лицевой щиток"
"8060","наледь козырёк вход система измерение количество и показатель качество нефть"
"8061","требоваться поправить ковровый покрытие переход рмм"
"8062","пр врезка новый ввд проход твр"
"8063","заснеженный подход ед ед"
"8064","динамический напряжение сдвиг каталитический крекинг нэн отсутствовать болт крепление крышка"
"8065","бурение элеватор выпасть фиксировать стопор"
"8066","бурение наледь балкон верховой"
"8067","бурение замёрзлый смазка блок кран"
"8068","прочее длительный перерыв производство работа автокран находиться рабочий состояние выпустить стрела водитель машинист автокран"
"8069","клква проложить земля"
"8070","ледяной нарост контейнер лакокрасочный материал крыша земля охватить элщиток расположить контейнер"
"8071","слом стул лабораторный зал"
"8072","подключить водоотведение вш"
"8073","прочее отсутствовать запирать устройство рщква закрытый помощь болт"
"8074","осмотр сварочный аппарат выявить нарушение целостность изоляция сетевой вилка"
"8075","машинист погрузчик выйти кабина противогаз"
"8076","пропуск жидкость сальниковый уплотнение капитальный ремонт"
"8077","замазученность маш зал вгкс центральный пункт сбор нефть и газ"
"8078","утечка метанол шток насос"
"8079","утечка газ импульсный трубка регулятор давление блочный казанец газорегуляторный пункт пп"
"8080","подтечь масло возле центробежный насос секционный пол"
"8081","скважина пропуск фланцевый соединение"
"8082","работать освещение бдр"
"8083","осмотр эксплуатационный объект псп ктпнуть приёмный ёмкость ёмкость подзёмный результат таяние снег эстакада образоваться скользкий поверхность дорога"
"8084","разгрузка оборудование пкс каска"
"8085","нарушить заземление основание печь"
"8086","кокс пековый блок бокс насосный обогреватель стоять пол ножка"
"8087","солянокислотный ванный взпр заморозить задвижка х перспектива"
